src_ip,dst_ip,src_port,dst_port,protocol,packet_size,timestamp,attack_type,label,hour,day,anomaly
192.168.1.247,10.0.0.175,10053,891,ICMP,1348,2023-01-14 14:04:37,Exploits,1,14,Saturday,0
192.168.1.222,10.0.0.231,64057,1004,ICMP,197,2023-01-19 21:53:27,Normal,0,21,Thursday,1
192.168.1.230,10.0.0.55,18444,547,ICMP,1172,2023-01-07 00:23:00,Normal,0,0,Saturday,0
192.168.1.253,10.0.0.25,36521,837,ICMP,762,2023-01-24 01:47:44,Generic,1,1,Tuesday,0
192.168.1.129,10.0.0.61,11803,385,TCP,454,2023-01-20 19:45:39,Normal,0,19,Friday,0
192.168.1.247,10.0.0.43,46780,953,TCP,1767,2023-01-24 01:28:46,Normal,0,1,Tuesday,0
192.168.1.158,10.0.0.10,40302,827,ICMP,1702,2023-01-22 08:05:34,Normal,0,8,Sunday,0
192.168.1.1,10.0.0.51,52096,1000,UDP,1732,2023-01-14 01:10:03,Normal,0,1,Saturday,1
192.168.1.248,10.0.0.113,42304,958,TCP,513,2023-01-09 09:45:33,Reconnaissance,1,9,Monday,0
192.168.1.165,10.0.0.6,24720,229,ICMP,562,2023-01-04 14:28:41,DoS,1,14,Wednesday,0
192.168.1.14,10.0.0.181,7378,904,UDP,1784,2023-01-04 13:50:11,Reconnaissance,1,13,Wednesday,0
192.168.1.133,10.0.0.112,45850,63,TCP,296,2023-01-01 17:35:44,Normal,0,17,Sunday,0
192.168.1.47,10.0.0.102,21333,414,UDP,1416,2023-01-20 21:30:45,Normal,0,21,Friday,0
192.168.1.191,10.0.0.241,54084,552,TCP,541,2023-01-20 10:08:22,Fuzzers,1,10,Friday,0
192.168.1.35,10.0.0.210,52908,848,UDP,1728,2023-01-17 01:19:54,Exploits,1,1,Tuesday,0
192.168.1.221,10.0.0.15,46206,628,ICMP,481,2023-01-10 07:15:51,Normal,0,7,Tuesday,0
192.168.1.199,10.0.0.96,41077,479,ICMP,1804,2023-01-21 03:47:17,Normal,0,3,Saturday,0
192.168.1.71,10.0.0.207,28470,17,ICMP,990,2023-01-05 14:19:27,Normal,0,14,Thursday,0
192.168.1.158,10.0.0.126,51186,678,TCP,1894,2023-01-19 01:55:07,Normal,0,1,Thursday,0
192.168.1.40,10.0.0.3,21133,160,ICMP,596,2023-01-17 23:08:56,Normal,0,23,Tuesday,0
192.168.1.74,10.0.0.207,3134,571,ICMP,282,2023-01-11 00:44:28,Analysis,1,0,Wednesday,1
192.168.1.179,10.0.0.104,36916,818,ICMP,787,2023-01-07 03:33:02,Normal,0,3,Saturday,0
192.168.1.243,10.0.0.168,39578,496,ICMP,1549,2023-01-24 01:52:10,Exploits,1,1,Tuesday,0
192.168.1.114,10.0.0.220,55347,163,TCP,455,2023-01-06 10:19:45,Normal,0,10,Friday,0
192.168.1.169,10.0.0.117,6774,672,UDP,155,2023-01-03 01:18:51,Normal,0,1,Tuesday,1
192.168.1.144,10.0.0.123,27455,49,UDP,778,2023-01-17 16:07:49,Normal,0,16,Tuesday,0
192.168.1.23,10.0.0.69,5306,1020,UDP,869,2023-01-12 06:04:50,Normal,0,6,Thursday,1
192.168.1.89,10.0.0.150,46004,29,ICMP,1629,2023-01-16 21:33:25,DoS,1,21,Monday,0
192.168.1.192,10.0.0.238,46641,906,TCP,1057,2023-01-11 18:30:29,Normal,0,18,Wednesday,0
192.168.1.164,10.0.0.95,57275,90,TCP,308,2023-01-20 06:28:59,Normal,0,6,Friday,0
192.168.1.216,10.0.0.220,58796,28,TCP,1107,2023-01-06 01:28:03,Worms,1,1,Friday,0
192.168.1.55,10.0.0.198,12300,82,TCP,1473,2023-01-10 10:15:46,DoS,1,10,Tuesday,0
192.168.1.71,10.0.0.249,30185,550,TCP,1374,2023-01-11 21:01:35,Normal,0,21,Wednesday,0
192.168.1.182,10.0.0.111,44113,770,UDP,399,2023-01-11 17:10:58,Normal,0,17,Wednesday,0
192.168.1.6,10.0.0.67,33577,427,UDP,973,2023-01-14 02:39:30,Normal,0,2,Saturday,0
192.168.1.29,10.0.0.32,1619,407,TCP,1188,2023-01-13 00:22:38,Normal,0,0,Friday,0
192.168.1.52,10.0.0.243,3178,612,TCP,1286,2023-01-02 06:33:52,Normal,0,6,Monday,0
192.168.1.134,10.0.0.184,51744,330,ICMP,1199,2023-01-15 08:21:59,Normal,0,8,Sunday,0
192.168.1.187,10.0.0.49,53624,137,TCP,562,2023-01-06 02:02:18,Normal,0,2,Friday,0
192.168.1.136,10.0.0.231,56180,107,ICMP,432,2023-01-14 05:04:36,Normal,0,5,Saturday,0
192.168.1.207,10.0.0.21,17275,559,ICMP,1634,2023-01-13 16:44:21,Normal,0,16,Friday,0
192.168.1.73,10.0.0.204,26600,118,ICMP,1177,2023-01-05 07:53:28,Normal,0,7,Thursday,0
192.168.1.2,10.0.0.165,14472,310,ICMP,1099,2023-01-08 03:06:51,Generic,1,3,Sunday,0
192.168.1.113,10.0.0.26,9085,346,TCP,1492,2023-01-11 09:07:11,DoS,1,9,Wednesday,0
192.168.1.242,10.0.0.166,64489,903,UDP,1845,2023-01-15 07:39:54,DoS,1,7,Sunday,0
192.168.1.206,10.0.0.254,27658,523,TCP,845,2023-01-13 04:15:32,Backdoor,1,4,Friday,0
192.168.1.82,10.0.0.226,12580,646,UDP,794,2023-01-23 21:34:00,Normal,0,21,Monday,0
192.168.1.24,10.0.0.210,39470,241,TCP,327,2023-01-23 01:34:13,Normal,0,1,Monday,0
192.168.1.17,10.0.0.192,28492,453,TCP,1883,2023-01-22 03:38:07,Shellcode,1,3,Sunday,0
192.168.1.239,10.0.0.189,45557,596,UDP,449,2023-01-20 14:52:50,Normal,0,14,Friday,0
192.168.1.203,10.0.0.161,12303,979,ICMP,984,2023-01-19 08:06:58,Normal,0,8,Thursday,0
192.168.1.92,10.0.0.241,22973,46,TCP,1697,2023-01-04 03:56:34,Normal,0,3,Wednesday,0
192.168.1.10,10.0.0.86,51422,154,ICMP,84,2023-01-07 06:00:45,Normal,0,6,Saturday,0
192.168.1.134,10.0.0.216,22148,189,TCP,796,2023-01-14 14:45:32,Normal,0,14,Saturday,0
192.168.1.169,10.0.0.17,53081,1021,UDP,1989,2023-01-16 08:45:27,Normal,0,8,Monday,1
192.168.1.99,10.0.0.63,36608,126,TCP,958,2023-01-18 06:36:01,Normal,0,6,Wednesday,0
192.168.1.52,10.0.0.147,34036,315,TCP,1046,2023-01-21 04:34:59,Normal,0,4,Saturday,0
192.168.1.52,10.0.0.95,18079,962,UDP,553,2023-01-22 15:52:46,Normal,0,15,Sunday,0
192.168.1.29,10.0.0.120,30172,878,TCP,344,2023-01-04 02:48:24,Reconnaissance,1,2,Wednesday,0
192.168.1.164,10.0.0.38,6786,651,ICMP,789,2023-01-23 14:36:05,Analysis,1,14,Monday,0
192.168.1.24,10.0.0.57,57314,557,TCP,458,2023-01-23 23:56:54,Normal,0,23,Monday,0
192.168.1.119,10.0.0.140,23488,8,TCP,846,2023-01-20 16:35:54,Normal,0,16,Friday,0
192.168.1.52,10.0.0.19,25710,12,ICMP,1860,2023-01-04 03:29:51,Normal,0,3,Wednesday,0
192.168.1.87,10.0.0.231,30015,684,UDP,587,2023-01-04 15:47:05,Normal,0,15,Wednesday,0
192.168.1.188,10.0.0.27,32156,684,ICMP,1404,2023-01-14 07:17:17,Normal,0,7,Saturday,0
192.168.1.173,10.0.0.52,29378,217,ICMP,1904,2023-01-24 01:14:18,Normal,0,1,Tuesday,0
192.168.1.71,10.0.0.118,9745,999,UDP,1106,2023-01-07 12:53:37,Normal,0,12,Saturday,0
192.168.1.61,10.0.0.186,33346,757,ICMP,444,2023-01-08 00:32:14,Reconnaissance,1,0,Sunday,0
192.168.1.24,10.0.0.214,35914,163,ICMP,563,2023-01-03 00:41:33,Normal,0,0,Tuesday,0
192.168.1.142,10.0.0.79,3609,421,UDP,1145,2023-01-19 14:32:45,Normal,0,14,Thursday,0
192.168.1.146,10.0.0.162,48599,629,ICMP,1837,2023-01-03 19:55:03,Normal,0,19,Tuesday,0
192.168.1.199,10.0.0.251,44619,763,UDP,1053,2023-01-15 04:59:16,Backdoor,1,4,Sunday,0
192.168.1.206,10.0.0.93,38346,348,UDP,1874,2023-01-09 04:06:56,Normal,0,4,Monday,0
192.168.1.111,10.0.0.9,3774,555,UDP,1938,2023-01-13 22:36:49,Normal,0,22,Friday,1
192.168.1.239,10.0.0.96,46128,294,UDP,1537,2023-01-12 08:21:15,Normal,0,8,Thursday,0
192.168.1.200,10.0.0.219,23144,761,UDP,1815,2023-01-15 08:55:37,Normal,0,8,Sunday,0
192.168.1.95,10.0.0.97,26892,547,TCP,1279,2023-01-03 18:22:37,Normal,0,18,Tuesday,0
192.168.1.121,10.0.0.61,19606,644,ICMP,499,2023-01-03 21:00:04,DoS,1,21,Tuesday,0
192.168.1.66,10.0.0.4,8341,516,UDP,170,2023-01-19 22:43:00,Normal,0,22,Thursday,0
192.168.1.51,10.0.0.48,21186,125,ICMP,1445,2023-01-09 01:07:52,Normal,0,1,Monday,0
192.168.1.159,10.0.0.82,30605,666,UDP,1657,2023-01-01 17:06:12,Normal,0,17,Sunday,0
192.168.1.106,10.0.0.18,32772,125,UDP,136,2023-01-23 00:44:26,Normal,0,0,Monday,0
192.168.1.227,10.0.0.234,41543,809,ICMP,745,2023-01-18 23:01:02,Normal,0,23,Wednesday,0
192.168.1.156,10.0.0.169,10580,683,TCP,1852,2023-01-02 04:27:38,DoS,1,4,Monday,0
192.168.1.107,10.0.0.68,12455,199,ICMP,928,2023-01-17 05:30:04,Normal,0,5,Tuesday,0
192.168.1.210,10.0.0.40,2615,692,TCP,126,2023-01-01 12:56:07,Generic,1,12,Sunday,0
192.168.1.28,10.0.0.22,54074,979,TCP,1551,2023-01-03 10:34:42,Exploits,1,10,Tuesday,0
192.168.1.64,10.0.0.252,14146,677,UDP,792,2023-01-08 01:35:45,Normal,0,1,Sunday,0
192.168.1.38,10.0.0.48,6815,807,UDP,612,2023-01-23 17:13:23,Exploits,1,17,Monday,0
192.168.1.216,10.0.0.216,18283,396,TCP,145,2023-01-05 03:10:04,Normal,0,3,Thursday,0
192.168.1.13,10.0.0.98,35091,759,ICMP,1025,2023-01-21 14:08:49,Normal,0,14,Saturday,0
192.168.1.149,10.0.0.20,61506,16,UDP,815,2023-01-06 13:29:04,Normal,0,13,Friday,0
192.168.1.63,10.0.0.26,50601,592,UDP,1559,2023-01-21 20:25:39,Normal,0,20,Saturday,0
192.168.1.207,10.0.0.50,26757,305,TCP,1132,2023-01-22 18:42:43,Normal,0,18,Sunday,0
192.168.1.209,10.0.0.68,60955,523,UDP,1163,2023-01-15 16:33:01,Normal,0,16,Sunday,0
192.168.1.211,10.0.0.73,2737,343,UDP,1435,2023-01-12 06:18:17,Normal,0,6,Thursday,0
192.168.1.201,10.0.0.40,44959,773,UDP,532,2023-01-21 08:59:24,DoS,1,8,Saturday,0
192.168.1.41,10.0.0.212,38588,724,ICMP,1351,2023-01-02 06:00:44,Normal,0,6,Monday,0
192.168.1.46,10.0.0.129,14943,723,TCP,1399,2023-01-14 21:32:09,Normal,0,21,Saturday,0
192.168.1.194,10.0.0.12,38713,824,TCP,1905,2023-01-21 08:49:53,DoS,1,8,Saturday,0
192.168.1.134,10.0.0.115,58630,269,TCP,1691,2023-01-20 04:54:06,Reconnaissance,1,4,Friday,0
192.168.1.28,10.0.0.68,64427,252,ICMP,1154,2023-01-05 09:08:09,Normal,0,9,Thursday,0
192.168.1.128,10.0.0.121,55710,854,UDP,1493,2023-01-12 02:39:28,Normal,0,2,Thursday,0
192.168.1.180,10.0.0.103,58094,788,ICMP,1221,2023-01-11 06:14:43,DoS,1,6,Wednesday,0
192.168.1.47,10.0.0.50,14990,332,UDP,1518,2023-01-08 22:55:29,Normal,0,22,Sunday,0
192.168.1.252,10.0.0.228,57073,410,UDP,1371,2023-01-03 07:36:16,Reconnaissance,1,7,Tuesday,0
192.168.1.96,10.0.0.27,4211,732,UDP,937,2023-01-14 17:05:58,Normal,0,17,Saturday,0
192.168.1.240,10.0.0.189,38730,941,TCP,496,2023-01-22 23:40:34,Normal,0,23,Sunday,0
192.168.1.223,10.0.0.130,64322,685,UDP,1059,2023-01-11 15:46:36,Normal,0,15,Wednesday,0
192.168.1.197,10.0.0.43,23300,142,ICMP,77,2023-01-14 09:51:15,Normal,0,9,Saturday,0
192.168.1.208,10.0.0.183,1888,715,TCP,1698,2023-01-23 15:29:21,Normal,0,15,Monday,0
192.168.1.20,10.0.0.112,16879,170,UDP,887,2023-01-06 19:30:09,Normal,0,19,Friday,0
192.168.1.39,10.0.0.30,33073,611,TCP,1924,2023-01-04 11:01:18,Analysis,1,11,Wednesday,0
192.168.1.155,10.0.0.249,40458,619,TCP,1119,2023-01-09 10:53:15,Backdoor,1,10,Monday,0
192.168.1.223,10.0.0.219,50806,178,TCP,1792,2023-01-23 15:20:58,Analysis,1,15,Monday,0
192.168.1.214,10.0.0.123,63935,593,UDP,1551,2023-01-18 22:27:06,Exploits,1,22,Wednesday,0
192.168.1.226,10.0.0.90,33931,326,UDP,165,2023-01-12 04:26:00,Generic,1,4,Thursday,0
192.168.1.143,10.0.0.25,4997,12,UDP,1819,2023-01-14 07:27:44,Normal,0,7,Saturday,0
192.168.1.25,10.0.0.207,48070,113,UDP,1018,2023-01-18 08:15:15,Worms,1,8,Wednesday,0
192.168.1.168,10.0.0.6,24347,389,TCP,1491,2023-01-16 15:27:31,Normal,0,15,Monday,0
192.168.1.229,10.0.0.180,51890,510,ICMP,1286,2023-01-23 08:02:07,Normal,0,8,Monday,0
192.168.1.213,10.0.0.197,15575,362,TCP,501,2023-01-02 20:00:49,Normal,0,20,Monday,0
192.168.1.31,10.0.0.17,38046,426,UDP,420,2023-01-12 20:54:09,Generic,1,20,Thursday,0
192.168.1.23,10.0.0.132,3406,187,ICMP,1499,2023-01-05 02:12:06,Normal,0,2,Thursday,0
192.168.1.131,10.0.0.105,30975,507,ICMP,110,2023-01-12 06:39:05,Worms,1,6,Thursday,0
192.168.1.225,10.0.0.131,40981,1007,UDP,186,2023-01-09 22:03:01,Normal,0,22,Monday,1
192.168.1.161,10.0.0.7,1568,128,ICMP,1942,2023-01-08 10:38:39,Normal,0,10,Sunday,0
192.168.1.246,10.0.0.172,17920,424,ICMP,1688,2023-01-19 05:20:12,Analysis,1,5,Thursday,0
192.168.1.205,10.0.0.197,46941,441,UDP,866,2023-01-08 06:59:32,Normal,0,6,Sunday,0
192.168.1.18,10.0.0.154,15096,726,UDP,1897,2023-01-20 01:14:02,Normal,0,1,Friday,0
192.168.1.24,10.0.0.154,54887,287,ICMP,1078,2023-01-21 22:06:42,Normal,0,22,Saturday,0
192.168.1.5,10.0.0.113,45992,607,TCP,1292,2023-01-13 21:25:04,Normal,0,21,Friday,0
192.168.1.64,10.0.0.182,8864,324,UDP,453,2023-01-22 15:08:57,Normal,0,15,Sunday,0
192.168.1.147,10.0.0.194,4556,19,ICMP,832,2023-01-17 09:50:57,Normal,0,9,Tuesday,0
192.168.1.152,10.0.0.244,39786,815,TCP,1486,2023-01-21 22:52:20,Generic,1,22,Saturday,0
192.168.1.211,10.0.0.7,41332,213,UDP,732,2023-01-09 12:52:46,Normal,0,12,Monday,0
192.168.1.157,10.0.0.177,61608,621,TCP,1986,2023-01-17 18:32:43,Shellcode,1,18,Tuesday,0
192.168.1.105,10.0.0.3,54013,685,TCP,285,2023-01-19 23:20:42,Normal,0,23,Thursday,0
192.168.1.39,10.0.0.149,47954,752,ICMP,432,2023-01-19 07:20:55,Normal,0,7,Thursday,0
192.168.1.178,10.0.0.58,6045,147,UDP,1971,2023-01-17 13:07:51,Normal,0,13,Tuesday,0
192.168.1.165,10.0.0.43,17246,933,UDP,1934,2023-01-09 12:05:51,Normal,0,12,Monday,0
192.168.1.235,10.0.0.10,54267,845,UDP,981,2023-01-01 06:07:11,DoS,1,6,Sunday,0
192.168.1.28,10.0.0.242,61927,461,UDP,112,2023-01-12 17:22:05,Normal,0,17,Thursday,0
192.168.1.144,10.0.0.83,10019,618,TCP,836,2023-01-08 12:17:06,Normal,0,12,Sunday,0
192.168.1.122,10.0.0.190,52991,908,TCP,399,2023-01-03 23:58:40,Generic,1,23,Tuesday,0
192.168.1.176,10.0.0.14,6894,127,ICMP,166,2023-01-11 10:53:53,Normal,0,10,Wednesday,0
192.168.1.190,10.0.0.107,56300,275,TCP,1865,2023-01-14 04:25:24,Fuzzers,1,4,Saturday,0
192.168.1.164,10.0.0.52,9982,876,TCP,307,2023-01-10 07:12:04,Normal,0,7,Tuesday,0
192.168.1.70,10.0.0.123,26010,480,ICMP,726,2023-01-23 23:24:05,Reconnaissance,1,23,Monday,0
192.168.1.194,10.0.0.195,46158,255,TCP,531,2023-01-09 08:28:14,Normal,0,8,Monday,0
192.168.1.216,10.0.0.1,33694,596,ICMP,1720,2023-01-16 00:27:30,Normal,0,0,Monday,0
192.168.1.254,10.0.0.169,39753,881,TCP,494,2023-01-14 01:46:34,Normal,0,1,Saturday,0
192.168.1.25,10.0.0.245,19249,776,ICMP,1749,2023-01-11 02:27:22,Normal,0,2,Wednesday,0
192.168.1.204,10.0.0.116,30659,723,UDP,1766,2023-01-03 11:05:16,Normal,0,11,Tuesday,0
192.168.1.242,10.0.0.42,44644,391,TCP,460,2023-01-02 15:31:43,Normal,0,15,Monday,0
192.168.1.74,10.0.0.207,45618,518,TCP,981,2023-01-10 19:03:47,Analysis,1,19,Tuesday,0
192.168.1.51,10.0.0.167,4674,330,ICMP,618,2023-01-18 12:43:45,Normal,0,12,Wednesday,0
192.168.1.194,10.0.0.103,2076,148,ICMP,1343,2023-01-08 13:32:58,Worms,1,13,Sunday,0
192.168.1.238,10.0.0.168,50108,229,ICMP,1591,2023-01-13 08:52:43,Normal,0,8,Friday,0
192.168.1.182,10.0.0.84,38694,200,UDP,1630,2023-01-18 05:39:33,Reconnaissance,1,5,Wednesday,0
192.168.1.37,10.0.0.214,12704,158,UDP,1417,2023-01-21 14:23:02,Normal,0,14,Saturday,0
192.168.1.107,10.0.0.234,11280,905,TCP,1347,2023-01-23 13:21:11,Normal,0,13,Monday,0
192.168.1.150,10.0.0.176,52109,367,TCP,540,2023-01-13 05:57:42,Backdoor,1,5,Friday,0
192.168.1.144,10.0.0.169,31215,700,UDP,1415,2023-01-19 18:08:09,Normal,0,18,Thursday,0
192.168.1.29,10.0.0.65,27984,372,ICMP,263,2023-01-10 06:32:45,Normal,0,6,Tuesday,0
192.168.1.202,10.0.0.175,27740,78,TCP,1703,2023-01-03 16:11:05,DoS,1,16,Tuesday,0
192.168.1.35,10.0.0.145,31338,719,ICMP,1837,2023-01-03 14:10:48,Normal,0,14,Tuesday,0
192.168.1.80,10.0.0.220,44392,303,ICMP,1983,2023-01-07 04:22:26,Exploits,1,4,Saturday,0
192.168.1.172,10.0.0.208,63663,889,ICMP,725,2023-01-08 12:08:19,Normal,0,12,Sunday,0
192.168.1.33,10.0.0.173,7580,566,UDP,745,2023-01-22 18:24:00,Normal,0,18,Sunday,0
192.168.1.25,10.0.0.88,51308,419,UDP,226,2023-01-12 16:06:37,Normal,0,16,Thursday,0
192.168.1.63,10.0.0.217,27221,292,TCP,678,2023-01-13 07:29:51,Normal,0,7,Friday,0
192.168.1.17,10.0.0.186,7817,591,UDP,530,2023-01-23 14:26:26,Reconnaissance,1,14,Monday,0
192.168.1.228,10.0.0.49,11630,204,TCP,70,2023-01-12 08:07:40,Normal,0,8,Thursday,0
192.168.1.72,10.0.0.48,7128,216,UDP,1244,2023-01-01 22:31:21,Normal,0,22,Sunday,0
192.168.1.2,10.0.0.46,36558,640,TCP,91,2023-01-20 04:22:15,Analysis,1,4,Friday,0
192.168.1.88,10.0.0.191,16230,328,ICMP,1619,2023-01-23 11:13:16,Normal,0,11,Monday,0
192.168.1.78,10.0.0.214,59381,587,UDP,658,2023-01-19 23:36:51,Normal,0,23,Thursday,0
192.168.1.188,10.0.0.61,6341,157,TCP,1623,2023-01-20 20:42:24,Normal,0,20,Friday,0
192.168.1.231,10.0.0.184,44212,272,UDP,1403,2023-01-05 22:35:09,Normal,0,22,Thursday,0
192.168.1.66,10.0.0.217,10182,702,UDP,1572,2023-01-21 20:56:40,Normal,0,20,Saturday,0
192.168.1.178,10.0.0.109,63932,987,TCP,732,2023-01-02 16:04:00,Normal,0,16,Monday,0
192.168.1.254,10.0.0.46,44384,463,TCP,524,2023-01-13 12:54:37,Normal,0,12,Friday,0
192.168.1.47,10.0.0.83,34696,900,TCP,655,2023-01-17 22:07:02,Analysis,1,22,Tuesday,0
192.168.1.40,10.0.0.250,59080,198,TCP,1900,2023-01-18 00:08:25,Normal,0,0,Wednesday,1
192.168.1.173,10.0.0.146,49147,681,TCP,1993,2023-01-02 22:18:19,Analysis,1,22,Monday,0
192.168.1.45,10.0.0.12,59969,714,UDP,370,2023-01-16 05:49:14,DoS,1,5,Monday,0
192.168.1.139,10.0.0.192,12721,991,TCP,257,2023-01-15 13:14:49,Normal,0,13,Sunday,0
192.168.1.69,10.0.0.151,61657,484,TCP,1820,2023-01-03 07:32:34,Normal,0,7,Tuesday,0
192.168.1.23,10.0.0.21,25105,48,ICMP,1285,2023-01-19 09:50:07,Worms,1,9,Thursday,0
192.168.1.24,10.0.0.141,63966,129,TCP,1356,2023-01-19 14:40:30,Normal,0,14,Thursday,0
192.168.1.39,10.0.0.150,61503,824,TCP,283,2023-01-21 11:11:52,Normal,0,11,Saturday,0
192.168.1.78,10.0.0.14,42529,613,TCP,103,2023-01-02 03:16:01,Shellcode,1,3,Monday,0
192.168.1.42,10.0.0.65,56852,759,UDP,1571,2023-01-13 04:10:45,Normal,0,4,Friday,0
192.168.1.173,10.0.0.104,57250,323,UDP,361,2023-01-08 20:02:29,Fuzzers,1,20,Sunday,0
192.168.1.58,10.0.0.144,39120,394,TCP,1236,2023-01-11 01:53:26,DoS,1,1,Wednesday,0
192.168.1.176,10.0.0.103,40103,836,UDP,987,2023-01-10 00:01:19,Normal,0,0,Tuesday,0
192.168.1.11,10.0.0.92,19792,615,UDP,476,2023-01-14 06:42:09,Normal,0,6,Saturday,0
192.168.1.90,10.0.0.194,55635,830,ICMP,1189,2023-01-19 20:13:48,Shellcode,1,20,Thursday,0
192.168.1.88,10.0.0.199,18746,487,TCP,1726,2023-01-02 14:54:08,Normal,0,14,Monday,0
192.168.1.254,10.0.0.151,14025,981,UDP,448,2023-01-12 09:20:47,Normal,0,9,Thursday,0
192.168.1.177,10.0.0.68,50079,754,TCP,1905,2023-01-17 09:40:47,Normal,0,9,Tuesday,0
192.168.1.89,10.0.0.119,40822,34,TCP,1217,2023-01-02 00:12:11,Normal,0,0,Monday,0
192.168.1.144,10.0.0.69,29874,258,UDP,1272,2023-01-07 03:16:17,DoS,1,3,Saturday,0
192.168.1.213,10.0.0.207,33251,32,ICMP,407,2023-01-20 01:20:47,Normal,0,1,Friday,0
192.168.1.9,10.0.0.154,53751,33,TCP,1961,2023-01-03 10:01:29,Normal,0,10,Tuesday,0
192.168.1.207,10.0.0.207,25171,767,UDP,974,2023-01-12 22:45:10,Generic,1,22,Thursday,0
192.168.1.31,10.0.0.24,39517,664,UDP,200,2023-01-04 18:01:55,Normal,0,18,Wednesday,0
192.168.1.173,10.0.0.165,18689,380,ICMP,1448,2023-01-23 20:12:27,Normal,0,20,Monday,0
192.168.1.140,10.0.0.102,61219,265,ICMP,482,2023-01-20 23:59:15,Normal,0,23,Friday,0
192.168.1.202,10.0.0.202,57899,712,UDP,371,2023-01-23 01:29:01,Normal,0,1,Monday,0
192.168.1.144,10.0.0.88,12352,561,ICMP,1142,2023-01-18 02:36:59,Normal,0,2,Wednesday,0
192.168.1.86,10.0.0.233,16643,717,TCP,1685,2023-01-16 19:19:10,Normal,0,19,Monday,0
192.168.1.103,10.0.0.104,45080,299,ICMP,1809,2023-01-02 18:03:22,Normal,0,18,Monday,0
192.168.1.245,10.0.0.70,53347,613,UDP,875,2023-01-12 08:20:40,Generic,1,8,Thursday,0
192.168.1.239,10.0.0.179,52673,275,ICMP,1724,2023-01-21 22:05:56,Normal,0,22,Saturday,0
192.168.1.13,10.0.0.40,27711,788,ICMP,550,2023-01-18 01:17:08,Normal,0,1,Wednesday,0
192.168.1.198,10.0.0.223,32089,965,UDP,764,2023-01-02 05:21:02,Normal,0,5,Monday,0
192.168.1.172,10.0.0.47,2949,638,TCP,1906,2023-01-10 23:47:59,Normal,0,23,Tuesday,1
192.168.1.34,10.0.0.95,38771,564,TCP,1083,2023-01-02 03:49:52,DoS,1,3,Monday,0
192.168.1.152,10.0.0.39,50531,225,UDP,508,2023-01-18 20:35:41,Exploits,1,20,Wednesday,0
192.168.1.130,10.0.0.204,40343,791,UDP,1644,2023-01-14 20:20:08,Normal,0,20,Saturday,0
192.168.1.211,10.0.0.95,3153,824,ICMP,194,2023-01-09 22:11:55,Normal,0,22,Monday,1
192.168.1.94,10.0.0.10,17104,88,TCP,1635,2023-01-03 09:57:56,Reconnaissance,1,9,Tuesday,0
192.168.1.123,10.0.0.164,19230,442,TCP,203,2023-01-14 08:03:24,Generic,1,8,Saturday,0
192.168.1.231,10.0.0.238,33306,554,UDP,1590,2023-01-05 19:35:25,DoS,1,19,Thursday,0
192.168.1.73,10.0.0.76,58270,510,TCP,287,2023-01-14 00:39:49,Normal,0,0,Saturday,1
192.168.1.58,10.0.0.93,17502,664,TCP,771,2023-01-08 07:49:27,Normal,0,7,Sunday,0
192.168.1.64,10.0.0.109,15174,898,UDP,989,2023-01-07 11:07:00,Normal,0,11,Saturday,0
192.168.1.183,10.0.0.47,20977,187,TCP,939,2023-01-08 17:50:11,Normal,0,17,Sunday,0
192.168.1.130,10.0.0.77,39179,386,ICMP,659,2023-01-16 20:55:59,Worms,1,20,Monday,0
192.168.1.29,10.0.0.102,57556,973,UDP,1403,2023-01-01 18:10:33,Normal,0,18,Sunday,0
192.168.1.126,10.0.0.71,34457,244,UDP,407,2023-01-17 01:29:04,Normal,0,1,Tuesday,0
192.168.1.184,10.0.0.198,48494,52,TCP,845,2023-01-08 23:49:10,Shellcode,1,23,Sunday,0
192.168.1.176,10.0.0.248,4348,843,TCP,1783,2023-01-09 12:02:46,Worms,1,12,Monday,0
192.168.1.179,10.0.0.66,5689,310,UDP,811,2023-01-11 22:52:38,Analysis,1,22,Wednesday,0
192.168.1.136,10.0.0.217,51098,690,TCP,1609,2023-01-17 06:48:55,Normal,0,6,Tuesday,0
192.168.1.76,10.0.0.195,47146,156,TCP,1755,2023-01-02 12:53:00,Exploits,1,12,Monday,0
192.168.1.245,10.0.0.74,7862,705,TCP,773,2023-01-22 02:45:10,Shellcode,1,2,Sunday,0
192.168.1.208,10.0.0.45,28792,492,TCP,1166,2023-01-19 02:10:42,Normal,0,2,Thursday,0
192.168.1.149,10.0.0.202,40083,108,ICMP,559,2023-01-18 06:38:19,Shellcode,1,6,Wednesday,0
192.168.1.25,10.0.0.61,62024,610,TCP,405,2023-01-18 22:08:52,Normal,0,22,Wednesday,0
192.168.1.118,10.0.0.187,28964,59,UDP,821,2023-01-04 01:34:24,Normal,0,1,Wednesday,0
192.168.1.110,10.0.0.180,52252,280,ICMP,1358,2023-01-10 15:27:29,Normal,0,15,Tuesday,0
192.168.1.22,10.0.0.150,37439,378,ICMP,646,2023-01-22 11:17:07,Worms,1,11,Sunday,0
192.168.1.14,10.0.0.101,4012,221,UDP,648,2023-01-08 13:13:42,Normal,0,13,Sunday,0
192.168.1.173,10.0.0.38,51368,164,UDP,655,2023-01-24 03:07:18,Normal,0,3,Tuesday,0
192.168.1.15,10.0.0.223,64516,484,ICMP,1062,2023-01-07 14:51:29,Normal,0,14,Saturday,0
